classe_nome;arquivo;fs_hz;amostra;tempo_s;aceleracao_g
normal;100.mat;48000;379;0,0078958;0,133305
normal;100.mat;48000;380;0,0079167;0,153541
normal;100.mat;48000;381;0,0079375;0,119745
normal;100.mat;48000;382;0,0079583;0,079274
normal;100.mat;48000;383;0,0079792;0,066757
normal;100.mat;48000;384;0,0080000;0,090956
normal;100.mat;48000;385;0,0080208;0,115364
normal;100.mat;48000;386;0,0080417;0,083238
normal;100.mat;48000;387;0,0080625;0,018358
normal;100.mat;48000;388;0,0080833;-0,030875
normal;100.mat;48000;389;0,0081042;-0,027329
normal;100.mat;48000;390;0,0081250;0,020236
normal;100.mat;48000;391;0,0081458;0,059038
normal;100.mat;48000;392;0,0081667;0,050485
normal;100.mat;48000;393;0,0081875;0,016898
normal;100.mat;48000;394;0,0082083;0,002503
normal;100.mat;48000;395;0,0082292;0,041932
normal;100.mat;48000;396;0,0082500;0,103265
normal;100.mat;48000;397;0,0082708;0,112235
normal;100.mat;48000;398;0,0082917;0,059664
normal;100.mat;48000;399;0,0083125;-0,002503
normal;100.mat;48000;400;0,0083333;-0,031710
normal;100.mat;48000;401;0,0083542;-0,027746
normal;100.mat;48000;402;0,0083750;-0,004381
normal;100.mat;48000;403;0,0083958;0,005215
normal;100.mat;48000;404;0,0084167;-0,002295
normal;100.mat;48000;405;0,0084375;-0,002503
normal;100.mat;48000;406;0,0084583;0,032544
normal;100.mat;48000;407;0,0084792;0,083238
normal;100.mat;48000;408;0,0085000;0,086367
normal;100.mat;48000;409;0,0085208;0,034630
normal;100.mat;48000;410;0,0085417;-0,046730
normal;100.mat;48000;411;0,0085625;-0,103890
normal;100.mat;48000;412;0,0085833;-0,090748
normal;100.mat;48000;413;0,0086042;-0,028998
normal;100.mat;48000;414;0,0086250;0,020444
normal;100.mat;48000;415;0,0086458;0,024825
normal;100.mat;48000;416;0,0086667;-0,002086
normal;100.mat;48000;417;0,0086875;-0,018150
normal;100.mat;48000;418;0,0087083;0,001252
normal;100.mat;48000;419;0,0087292;0,011474
normal;100.mat;48000;420;0,0087500;-0,018775
normal;100.mat;48000;421;0,0087708;-0,069886
normal;100.mat;48000;422;0,0087917;-0,112235
normal;100.mat;48000;423;0,0088125;-0,103682
normal;100.mat;48000;424;0,0088333;-0,061124
normal;100.mat;48000;425;0,0088542;-0,018150
normal;100.mat;48000;426;0,0088750;-0,006050
normal;100.mat;48000;427;0,0088958;-0,033587
normal;100.mat;48000;428;0,0089167;-0,060290
normal;100.mat;48000;429;0,0089375;-0,051319
normal;100.mat;48000;430;0,0089583;0,001460
normal;100.mat;48000;431;0,0089792;0,024825
normal;100.mat;48000;432;0,0090000;0,003964
normal;100.mat;48000;433;0,0090208;-0,039220
normal;100.mat;48000;434;0,0090417;-0,060290
normal;100.mat;48000;435;0,0090625;-0,023365
normal;100.mat;48000;436;0,0090833;0,010222
normal;100.mat;48000;437;0,0091042;0,025451
normal;100.mat;48000;438;0,0091250;-0,001043
normal;100.mat;48000;439;0,0091458;-0,040680
normal;100.mat;48000;440;0,0091667;-0,041514
normal;100.mat;48000;441;0,0091875;-0,006050
normal;100.mat;48000;442;0,0092083;0,052154
normal;100.mat;48000;443;0,0092292;0,068426
normal;100.mat;48000;444;0,0092500;0,040889
normal;100.mat;48000;445;0,0092708;0,001669
normal;100.mat;48000;446;0,0092917;-0,025868
normal;100.mat;48000;447;0,0093125;-0,019193
normal;100.mat;48000;448;0,0093333;-0,033170
normal;100.mat;48000;449;0,0093542;-0,079691
normal;100.mat;48000;450;0,0093750;-0,125586
normal;100.mat;48000;451;0,0093958;-0,138312
normal;100.mat;48000;452;0,0094167;-0,098884
normal;100.mat;48000;453;0,0094375;-0,048607
normal;100.mat;48000;454;0,0094583;-0,009805
normal;100.mat;48000;455;0,0094792;-0,020236
normal;100.mat;48000;456;0,0095000;-0,058830
normal;100.mat;48000;457;0,0095208;-0,059664
normal;100.mat;48000;458;0,0095417;-0,026286
normal;100.mat;48000;459;0,0095625;0,025451
normal;100.mat;48000;460;0,0095833;0,048607
normal;100.mat;48000;461;0,0096042;0,024617
normal;100.mat;48000;462;0,0096250;-0,001043
normal;100.mat;48000;463;0,0096458;0,005841
normal;100.mat;48000;464;0,0096667;0,037134
normal;100.mat;48000;465;0,0096875;0,061542
normal;100.mat;48000;466;0,0097083;0,059873
normal;100.mat;48000;467;0,0097292;0,027120
normal;100.mat;48000;468;0,0097500;0,007302
normal;100.mat;48000;469;0,0097708;0,027954
normal;100.mat;48000;470;0,0097917;0,054240
normal;100.mat;48000;471;0,0098125;0,074058
normal;100.mat;48000;472;0,0098333;0,050902
normal;100.mat;48000;473;0,0098542;0,010014
normal;100.mat;48000;474;0,0098750;0,011891
normal;100.mat;48000;475;0,0098958;0,048607
normal;100.mat;48000;476;0,0099167;0,103890
normal;100.mat;48000;477;0,0099375;0,112652
normal;100.mat;48000;478;0,0099583;0,085324
normal;100.mat;48000;479;0,0099792;0,046104
normal;100.mat;48000;480;0,0100000;0,028372
normal;100.mat;48000;481;0,0100208;0,045895
normal;100.mat;48000;482;0,0100417;0,036299
normal;100.mat;48000;483;0,0100625;0,004172
normal;100.mat;48000;484;0,0100833;-0,070512
normal;100.mat;48000;485;0,0101042;-0,124126
normal;100.mat;48000;486;0,0101250;-0,098258
normal;100.mat;48000;487;0,0101458;-0,041723
normal;100.mat;48000;488;0,0101667;0,017941
normal;100.mat;48000;489;0,0101875;0,037551
normal;100.mat;48000;490;0,0102083;0,028163
normal;100.mat;48000;491;0,0102292;0,004590
normal;100.mat;48000;492;0,0102500;0,000626
normal;100.mat;48000;493;0,0102708;0,022530
normal;100.mat;48000;494;0,0102917;0,010222
normal;100.mat;48000;495;0,0103125;-0,033378
normal;100.mat;48000;496;0,0103333;-0,085741
normal;100.mat;48000;497;0,0103542;-0,093251
normal;100.mat;48000;498;0,0103750;-0,056326
normal;100.mat;48000;499;0,0103958;-0,015020
normal;100.mat;48000;500;0,0104167;0,010848
normal;100.mat;48000;501;0,0104375;-0,007719
normal;100.mat;48000;502;0,0104583;-0,025034
normal;100.mat;48000;503;0,0104792;-0,007719
normal;100.mat;48000;504;0,0105000;0,025868
normal;100.mat;48000;505;0,0105208;0,042975
normal;100.mat;48000;506;0,0105417;0,007719
normal;100.mat;48000;507;0,0105625;-0,048607
normal;100.mat;48000;508;0,0105833;-0,082194
normal;100.mat;48000;509;0,0106042;-0,067174
normal;100.mat;48000;510;0,0106250;-0,017941
normal;100.mat;48000;511;0,0106458;0,012100
normal;100.mat;48000;512;0,0106667;0,020862
normal;100.mat;48000;513;0,0106875;0,008762
normal;100.mat;48000;514;0,0107083;0,012100
normal;100.mat;48000;515;0,0107292;0,050276
normal;100.mat;48000;516;0,0107500;0,081986
normal;100.mat;48000;517;0,0107708;0,088244
normal;100.mat;48000;518;0,0107917;0,033796
normal;100.mat;48000;519;0,0108125;-0,024825
normal;100.mat;48000;520;0,0108333;-0,032335
normal;100.mat;48000;521;0,0108542;0,001460
normal;100.mat;48000;522;0,0108750;0,050068
normal;100.mat;48000;523;0,0108958;0,049650
normal;100.mat;48000;524;0,0109167;0,026911
normal;100.mat;48000;525;0,0109375;0,001252
normal;100.mat;48000;526;0,0109583;-0,002921
normal;100.mat;48000;527;0,0109792;0,025034
normal;100.mat;48000;528;0,0110000;0,030249
normal;100.mat;48000;529;0,0110208;-0,008970
normal;100.mat;48000;530;0,0110417;-0,080108
normal;100.mat;48000;531;0,0110625;-0,097006
normal;100.mat;48000;532;0,0110833;-0,040471
normal;100.mat;48000;533;0,0111042;0,037551
normal;100.mat;48000;534;0,0111250;0,092834
normal;100.mat;48000;535;0,0111458;0,085324
normal;100.mat;48000;536;0,0111667;0,052571
normal;100.mat;48000;537;0,0111875;0,032127
normal;100.mat;48000;538;0,0112083;0,039220
normal;100.mat;48000;539;0,0112292;0,046730
normal;100.mat;48000;540;0,0112500;0,010639
normal;100.mat;48000;541;0,0112708;-0,039846
normal;100.mat;48000;542;0,0112917;-0,075936
normal;100.mat;48000;543;0,0113125;-0,071138
normal;100.mat;48000;544;0,0113333;-0,020862
normal;100.mat;48000;545;0,0113542;0,036508
normal;100.mat;48000;546;0,0113750;0,067591
normal;100.mat;48000;547;0,0113958;0,058830
normal;100.mat;48000;548;0,0114167;0,045270
normal;100.mat;48000;549;0,0114375;0,064254
normal;100.mat;48000;550;0,0114583;0,093877
normal;100.mat;48000;551;0,0114792;0,094711
normal;100.mat;48000;552;0,0115000;0,035256
normal;100.mat;48000;553;0,0115208;-0,045478
normal;100.mat;48000;554;0,0115417;-0,093251
normal;100.mat;48000;555;0,0115625;-0,087827
normal;100.mat;48000;556;0,0115833;-0,026703
normal;100.mat;48000;557;0,0116042;0,015229
normal;100.mat;48000;558;0,0116250;0,022113
normal;100.mat;48000;559;0,0116458;0,019818
normal;100.mat;48000;560;0,0116667;0,047356
normal;100.mat;48000;561;0,0116875;0,108063
normal;100.mat;48000;562;0,0117083;0,132054
normal;100.mat;48000;563;0,0117292;0,093042
normal;100.mat;48000;564;0,0117500;0,004590
normal;100.mat;48000;565;0,0117708;-0,057786
normal;100.mat;48000;566;0,0117917;-0,061124
normal;100.mat;48000;567;0,0118125;-0,028163
normal;100.mat;48000;568;0,0118333;0,008970
normal;100.mat;48000;569;0,0118542;0,010431
